vol_label,vol_key,V_norm,p_norm_mean,p_norm_std
25%,v1,0.0039596668907456185,0.5067001480709166,0.003234728593362694
25%,v1,0.003969615802531411,0.5076148354605187,0.0062432034538920595
25%,v1,0.003979564714317205,0.5079977387988032,0.008551508262227295
25%,v1,0.003989513626102998,0.507102509314468,0.006884443804002858
25%,v1,0.0039994625378887904,0.5070141664201914,0.0063038173762591035
25%,v1,0.004009411449674583,0.5083837058100724,0.008167431251649121
25%,v1,0.004019360361460377,0.509695304185476,0.009748777990089401
25%,v1,0.00402930927324617,0.5099090976732958,0.009054100613132726
25%,v1,0.004039258185031962,0.5100591902321459,0.008616932709419349
25%,v1,0.004049207096817755,0.5111372211633802,0.010179506900958743
